"","Judge","car_alone","never_airplane","loaner","clothes_second","bulk","local_products","unplug","low_temperature","vegetarian","air_drying","car_alone_text","never_airplane_text","loaner_text","clothes_second_text","bulk_text","local_products_text","unplug_text","low_temperature_text","vegetarian_text","air_drying_text","age","situation","residence","occupation","Habit","Score"
"154","77","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Choice to maximize carpooling, if not cycling, public transport as much as possible, if not telecommuting, and as a last resort, use the car alone. Choice made to limit pollution","I have family on another continent, so it's not possible for me not to go there at all. Otherwise, I also have to fly for work (congresses) or tourist trips (only if in a foreign country not bordering). In the end, I fly about once a year. Personal or professional benefits, but trying not to fly all the time. No internal travel by plane, even if sometimes the train costs more in the end.","To limit the purchase of expensive tools that I will use little for financial and environmental reasons, and to avoid unnecessary storage of material. Avoiding buying equipment for only occasional use also avoids the temptation to buy cheap brands, manufactured and shipped in unethical conditions, and moreover not solid.","Benefit to have cheap clothes, and less consume pollute. The constraint is that it takes more time to find the rare pearl. At the same time, I don't need that many clothes and I don't want to change my wardrobe all the time, so I don't see it as a constraint. I just wait to find good deals.","I sometimes buy in bulk. It's good for the environment and pollution. There is no constraint on the fruit and vegetable shelves, you can take your own containers. On the other hand, there is a constraint for the purchase of dry products, notably at the level of the little choice and the price because it is often more expensive in the end, or of less good quality. Constraint also for the cleaning and beauty products because it is necessary to find the good addresses, to multiply the displacements just to go to buy such or such product that one finds only in such place. In the end, I rarely do it because, living in the countryside, it becomes complicated and time consuming and polluting. I have also already brought my containers to the butcher's department, cheese, fish, by the slice, but constrained at the social level I am often embarrassed to ask to do differently. I would like it to be more ""commonplace"".","Restrictive in Winter, but I try to buy seasonal as much as possible. However, I sometimes make some differences in winter. Benefit of eating more local, benefit for the environment.","It's not binding but sometimes I forget.","We maintain the heating to 18°C, we are used to it so it is not so constraining, but indeed it is necessary to cover ourselves. So constraint of the cold, but benefit for the environment, the bills, and healthier air.","Benefit for the environment, the animal cause and for the financial aspects. However, I chose a non-vegan diet for cultural or social reasons (not necessarily accepted in the family, it is also complicated when we are invited, etc.) and for taste (taste for animal products).","I don't have a dryer and dry everything in the open air. The constraint of having to take the time to hang everything, and the constraint of the aesthetics and organization of the apartment. It's not very aesthetic but the environmental and financial benefits outweigh the constraints.",33,"H","Rural","With a job","unplug_score",2
"155","78","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Schedule, room for improvisation, underserved areas","For the moment I don't have enough money anyway","It is often cheaper and avoids overconsumption","Price, overconsumption, style","Proximity of a producer's market or conversely absence of solutions other than mass distribution","I love avocados","It costs nothing to do it","I like it when it's cool","I only eat meat outside, because there are few or no veggie kebabs","Pas de seche linge",21,"M","City","Student","never_airplane_score",2
"156","78","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Schedule, room for improvisation, underserved areas","For the moment I don't have enough money anyway","It is often cheaper and avoids overconsumption","Price, overconsumption, style","Proximity of a producer's market or conversely absence of solutions other than mass distribution","I love avocados","It costs nothing to do it","I like it when it's cool","I only eat meat outside, because there are few or no veggie kebabs","Pas de seche linge",21,"M","City","Student","unplug_score",0
"157","79","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","We are a family of 5 in a 5-seater car with 3 child seats","I have not flown much so far. I don't prefer this mode of transportation but I don't forbid myself to do it for long distance travel in the future","Limits the manufacture of excess objects for a sometimes very limited use. The question arises of the impact of these trips to get them, probably not so carbon neutral","Size, models and styles sometimes shifted with its own choices.","No more useless packaging. It is not so difficult but requires a minimum of jars, bags","Most of my vegetables and fruits come from France and even Spain for the avocados. But I can't do without bananas, coffee and chocolate.","It is easier for some devices that have on and off buttons, but not all of them have them and sometimes the electrical outlets where the devices are plugged in are behind a piece of furniture and there we leave them plugged in.","It saves money and you get used to it very quickly. We live at 18-19°C without any problems","I limit my meat consumption overall. Now I don't see myself going without eggs and dairy products. The answer to limiting GHGs in the food sector is in my opinion far from being a simple switch to an all-vegetable diet. Before turning completely in one direction or another, we should have a complete visibility of the impacts of such a choice (transport, nutrition, water consumption (e.g. almonds)). Apart from ethical criteria, it is not certain that one kg of chicken raised with local food and consumed in a household in the South is more ""carbon intensive"" than one kg of protein crops produced in an energy-intensive Western country? In any case, this deserves to be studied in depth.","Not all clothes go in the dryer anyway. Yes we do for most of the clothes and we are not bothered because we have the space to do it. Time is not a constraint in itself but it does bring the problem of bad odors that appear on textiles that take a long time to dry.",36,"M","Rural","With a job","never_airplane_score",5
"158","79","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","We are a family of 5 in a 5-seater car with 3 child seats","I have not flown much so far. I don't prefer this mode of transportation but I don't forbid myself to do it for long distance travel in the future","Limits the manufacture of excess objects for a sometimes very limited use. The question arises of the impact of these trips to get them, probably not so carbon neutral","Size, models and styles sometimes shifted with its own choices.","No more useless packaging. It is not so difficult but requires a minimum of jars, bags","Most of my vegetables and fruits come from France and even Spain for the avocados. But I can't do without bananas, coffee and chocolate.","It is easier for some devices that have on and off buttons, but not all of them have them and sometimes the electrical outlets where the devices are plugged in are behind a piece of furniture and there we leave them plugged in.","It saves money and you get used to it very quickly. We live at 18-19°C without any problems","I limit my meat consumption overall. Now I don't see myself going without eggs and dairy products. The answer to limiting GHGs in the food sector is in my opinion far from being a simple switch to an all-vegetable diet. Before turning completely in one direction or another, we should have a complete visibility of the impacts of such a choice (transport, nutrition, water consumption (e.g. almonds)). Apart from ethical criteria, it is not certain that one kg of chicken raised with local food and consumed in a household in the South is more ""carbon intensive"" than one kg of protein crops produced in an energy-intensive Western country? In any case, this deserves to be studied in depth.","Not all clothes go in the dryer anyway. Yes we do for most of the clothes and we are not bothered because we have the space to do it. Time is not a constraint in itself but it does bring the problem of bad odors that appear on textiles that take a long time to dry.",36,"M","Rural","With a job","unplug_score",3
"159","80","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","the weather","of the main benefit: CO2 release","financial and environmental savings","no real reflection on this point. It's a habit that's too ingrained","no real constraints","obvious environmental benefit","a little constraining when the box takes ten minutes to send wifi","clear environmental benefit","Over-entrenched eating habits but a decrease in the number of meatless meals","no constraints when we have the space",48,"H","City","With a job","never_airplane_score",2
"160","80","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","the weather","of the main benefit: CO2 release","financial and environmental savings","no real reflection on this point. It's a habit that's too ingrained","no real constraints","obvious environmental benefit","a little constraining when the box takes ten minutes to send wifi","clear environmental benefit","Over-entrenched eating habits but a decrease in the number of meatless meals","no constraints when we have the space",48,"H","City","With a job","unplug_score",2
"161","81","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Carbon emanation","Bilan carbone","Bilan carbonne","Less production means less pollution","Less waste","Bilan carbone","Less energy consumption","lower energy consumption","I have reduced my consumption of animal products but still eat some","lower energy consumption",59,"H","City","With a job","never_airplane_score",3
"162","81","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Carbon emanation","Bilan carbone","Bilan carbonne","Less production means less pollution","Less waste","Bilan carbone","Less energy consumption","lower energy consumption","I have reduced my consumption of animal products but still eat some","lower energy consumption",59,"H","City","With a job","unplug_score",1
"163","82","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","I live in the country, nobody takes exactly the same routes as me and nobody lives near me from ACO so to come and go to school, I have to take my car alone (50min drive, no train or bus)","I try to limit my air travel as much as possible but I don't want to stop flying completely, flying once a year is still reasonable","I find this system much more ecological and also more profitable and it takes less space too","It depends on the clothes too (not the underwear for example) but I find it not complicated to set up, less expensive and much more ecological","Just remember to bring your containers","It is necessary to succeed in changing one's life habits but it is possible","You just have to think about it but it is not binding","Putting on a sweater costs nothing","Strictly vegetal, it is complicated and very restrictive. Limiting animal productions (to be consumed by meat) would be already good. My entourage already has difficulty understanding that I reduce my meat consumption (1 to 2 times a week)","It's cheaper and doesn't take that much time",21,"L","Rural","Student","never_airplane_score",4
"164","82","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","I live in the country, nobody takes exactly the same routes as me and nobody lives near me from ACO so to come and go to school, I have to take my car alone (50min drive, no train or bus)","I try to limit my air travel as much as possible but I don't want to stop flying completely, flying once a year is still reasonable","I find this system much more ecological and also more profitable and it takes less space too","It depends on the clothes too (not the underwear for example) but I find it not complicated to set up, less expensive and much more ecological","Just remember to bring your containers","It is necessary to succeed in changing one's life habits but it is possible","You just have to think about it but it is not binding","Putting on a sweater costs nothing","Strictly vegetal, it is complicated and very restrictive. Limiting animal productions (to be consumed by meat) would be already good. My entourage already has difficulty understanding that I reduce my meat consumption (1 to 2 times a week)","It's cheaper and doesn't take that much time",21,"L","Rural","Student","unplug_score",0
"165","83","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Reduction of the GHG share, saving money","Freedom of mobility","Access to resources easily","We don't necessarily find what we're looking for","Forgetting the containers","I like bananas","Reduction of energy costs","Reduction of energy consumption","Trop strict","I don't have a dryer and evaporation does the trick",25,"L","City","Other","never_airplane_score",5
"166","83","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Reduction of the GHG share, saving money","Freedom of mobility","Access to resources easily","We don't necessarily find what we're looking for","Forgetting the containers","I like bananas","Reduction of energy costs","Reduction of energy consumption","Trop strict","I don't have a dryer and evaporation does the trick",25,"L","City","Other","unplug_score",1
"167","84","No","No","Yes","No","Yes","No","No","Yes","No","Yes","I only use it on my own for a short trip to work...","A trip from time to time","It's easy to make","I buy few clothes but of good quality and I keep them for a long time","It also takes more time...","I prefer local products but sometimes I may not do so","I don't think about it...","Yes and even less at night","But I consume less meat than before and local products","It's also better for the laundry",55,"M","City","With a job","never_airplane_score",0
"168","84","No","No","Yes","No","Yes","No","No","Yes","No","Yes","I only use it on my own for a short trip to work...","A trip from time to time","It's easy to make","I buy few clothes but of good quality and I keep them for a long time","It also takes more time...","I prefer local products but sometimes I may not do so","I don't think about it...","Yes and even less at night","But I consume less meat than before and local products","It's also better for the laundry",55,"M","City","With a job","unplug_score",2
"169","85","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",NA,"I think that we should create more ecological alternatives and modes of transportation rather than forcing the consumer to stop everything.","Benefits: space saving, less consumption, therefore savings.","I am not comfortable with used clothes worn by others","It is indeed possible.","It is worth noting, however, that this practice incurs an additional cost for the consumer.","Less useless energy consumed, therefore positive for the planet","Less energy consumed","Vegetarianism and veganism are simply the future of our food.","This is clearly energy spent unnecessarily.",34,"M","City","With a job","never_airplane_score",5
"170","85","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",NA,"I think that we should create more ecological alternatives and modes of transportation rather than forcing the consumer to stop everything.","Benefits: space saving, less consumption, therefore savings.","I am not comfortable with used clothes worn by others","It is indeed possible.","It is worth noting, however, that this practice incurs an additional cost for the consumer.","Less useless energy consumed, therefore positive for the planet","Less energy consumed","Vegetarianism and veganism are simply the future of our food.","This is clearly energy spent unnecessarily.",34,"M","City","With a job","unplug_score",0
"171","86","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Only for trips longer than one hour. Organizational and time constraints Social and economic benefits","As far as possible, limit the use of airplanes, but I can't deny myself the right to travel, discover, etc. Strong social constraint","Economic benefit and space saving","Time constraint Economic benefit","Tested but very complicated Big logistic : to have the containers, not to forget them, to go to several stores, social constraint : to change one's habits, to reduce one's choice, not to consume certain products Economic constraint: more expensive products","Few constraints but I allow myself to eat non-local products once or twice a year","Change of habits","Economic benefits and better quality of life and sleep","Social and health constraints","Time constraints (hanging, relaxing, ironing ...)",25,"L","City","Student","never_airplane_score",5
"172","86","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Only for trips longer than one hour. Organizational and time constraints Social and economic benefits","As far as possible, limit the use of airplanes, but I can't deny myself the right to travel, discover, etc. Strong social constraint","Economic benefit and space saving","Time constraint Economic benefit","Tested but very complicated Big logistic : to have the containers, not to forget them, to go to several stores, social constraint : to change one's habits, to reduce one's choice, not to consume certain products Economic constraint: more expensive products","Few constraints but I allow myself to eat non-local products once or twice a year","Change of habits","Economic benefits and better quality of life and sleep","Social and health constraints","Time constraints (hanging, relaxing, ironing ...)",25,"L","City","Student","unplug_score",1
"173","87","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","I rarely transport people, except for relatives","Taking the train","To not systematically need the material in question","fast fashion is tiring","limit plastic and cardboard","eat local and seasonal fruits and vegetables","reduce a bill","reduce its bill","I am not vegan","slower to dry, but more economical",26,"M","City","With a job","never_airplane_score",4
"174","87","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","I rarely transport people, except for relatives","Taking the train","To not systematically need the material in question","fast fashion is tiring","limit plastic and cardboard","eat local and seasonal fruits and vegetables","reduce a bill","reduce its bill","I am not vegan","slower to dry, but more economical",26,"M","City","With a job","unplug_score",3
"175","88","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","time saving, convenience, independence, social discomfort","cost","cost reduction, tool optimization","purchase in local stores only","less waste to sort","more diversity in food","reduction of consumption during a vacation","reduction of energy consumption, especially at night","difficulties of adaptation, few choices outside","a loss of space in a small home, requires organization but reduces material and energy costs",21,"M","City","With a job","never_airplane_score",1
"176","88","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","time saving, convenience, independence, social discomfort","cost","cost reduction, tool optimization","purchase in local stores only","less waste to sort","more diversity in food","reduction of consumption during a vacation","reduction of energy consumption, especially at night","difficulties of adaptation, few choices outside","a loss of space in a small home, requires organization but reduces material and energy costs",21,"M","City","With a job","unplug_score",4
"177","89","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","adaptation of the schedule, change of location during the day, destination not well served by carpools","family living abroad","more economical, less clutter with useless objects","last minute purchase","organization to bring the containers, and the right number of","I limit my consumption of non-local products, but I love spices, coffee and tea!","easy","easy","I limit my meat consumption and I check the origin","I don't have a dryer",32,"H","City","With a job","never_airplane_score",4
"178","89","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","adaptation of the schedule, change of location during the day, destination not well served by carpools","family living abroad","more economical, less clutter with useless objects","last minute purchase","organization to bring the containers, and the right number of","I limit my consumption of non-local products, but I love spices, coffee and tea!","easy","easy","I limit my meat consumption and I check the origin","I don't have a dryer",32,"H","City","With a job","unplug_score",4
"179","90","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Time saving ","I wish to travel to other continents and do not have enough vacation time to use another mode of transportation (except for trips to France and border countries)","Save money and avoid storing a lot of things that I don't need","Very few second hand stores near me so the choice is too limited","Produce less waste and do not use too much single-use plastic ","Making the local economy work","Allows you to disconnect, reduces your electricity bill","I don't heat my house much already","Improve your health and defend the animal cause","Allows you to considerably reduce your electricity consumption and therefore save money",20,"M","Rural","Student","never_airplane_score",3
"180","90","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Time saving ","I wish to travel to other continents and do not have enough vacation time to use another mode of transportation (except for trips to France and border countries)","Save money and avoid storing a lot of things that I don't need","Very few second hand stores near me so the choice is too limited","Produce less waste and do not use too much single-use plastic ","Making the local economy work","Allows you to disconnect, reduces your electricity bill","I don't heat my house much already","Improve your health and defend the animal cause","Allows you to considerably reduce your electricity consumption and therefore save money",20,"M","Rural","Student","unplug_score",1
"181","91","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","I take my car to be on time.","For some destinations, it seems to me very complicated not to take the plane. It's safer than covid.","This saves me from storing unnecessary items that are not used much.","I find the clothing too personal, I prefer to buy less in this case.","This saves me from filling up my overflowing garbage can.","Since I have a specific diet, I find it difficult to do without certain products that diversify my diet.","Yes, I turn off the lights, it saves energy.","It is systematic and economical.","My diet is not strictly vegetal because I already have deficiencies and it's not so easy to substitute everything due to lack of knowledge.","because the dryer is very energy consuming.",53,"H","City","With a job","never_airplane_score",3
"182","91","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","I take my car to be on time.","For some destinations, it seems to me very complicated not to take the plane. It's safer than covid.","This saves me from storing unnecessary items that are not used much.","I find the clothing too personal, I prefer to buy less in this case.","This saves me from filling up my overflowing garbage can.","Since I have a specific diet, I find it difficult to do without certain products that diversify my diet.","Yes, I turn off the lights, it saves energy.","It is systematic and economical.","My diet is not strictly vegetal because I already have deficiencies and it's not so easy to substitute everything due to lack of knowledge.","because the dryer is very energy consuming.",53,"H","City","With a job","unplug_score",0
"183","92","No","No","Yes","No","Yes","No","Yes","No","No","Yes","This saves time","The airplane is a simple way to travel long distances","This avoids over-consumption of the material for infrequent use","Find a style I like","This reduces unnecessary packaging","I prefer to consume these products","This reduces electricity consumption (may not be valid for all devices)","I prefer to have a good temperature","I can reduce the amount of certain foods but not eliminate them completely","I don't mind",17,"M","Rural","Student","never_airplane_score",3
"184","92","No","No","Yes","No","Yes","No","Yes","No","No","Yes","This saves time","The airplane is a simple way to travel long distances","This avoids over-consumption of the material for infrequent use","Find a style I like","This reduces unnecessary packaging","I prefer to consume these products","This reduces electricity consumption (may not be valid for all devices)","I prefer to have a good temperature","I can reduce the amount of certain foods but not eliminate them completely","I don't mind",17,"M","Rural","Student","unplug_score",3
"185","93","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Ecology, Economy","Ecology","waste","pleasure","Ecological","promote the local economy, reduce pollution","time-consuming, problem when restarting some devices","too cold, wish to relax at home","pleasure of eating fruits and vegetables, respect for animal welfare","No time, no space",48,"M","Rural","With a job","never_airplane_score",1
"186","93","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Ecology, Economy","Ecology","waste","pleasure","Ecological","promote the local economy, reduce pollution","time-consuming, problem when restarting some devices","too cold, wish to relax at home","pleasure of eating fruits and vegetables, respect for animal welfare","No time, no space",48,"M","Rural","With a job","unplug_score",4
"187","94","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","If local trips: need for flexibility (shopping...), if work/home trips: often adjacent constraints (going to school...), if professional trips: systematic car sharing (reduces cost), if vacations: full car","Need to escape from time to time (few trips in the end, max 1 / year)","It saves you from having to buy equipment that is only used once.","I buy few clothes, I keep them for a long time until they wear out often.","At least I have the right quantities!","It's a bit of variety consumption plus 90% local and seasonal on fresh products","There is no need to wear out equipment and energy for nothing.","An extra sweater doesn't bother (and besides, mites don't like the cold).","Occasionally vegetarian yes, systematically it is to give up deep habits.","No dryer for ever.",53,"H","City","With a job","never_airplane_score",4
"188","94","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","If local trips: need for flexibility (shopping...), if work/home trips: often adjacent constraints (going to school...), if professional trips: systematic car sharing (reduces cost), if vacations: full car","Need to escape from time to time (few trips in the end, max 1 / year)","It saves you from having to buy equipment that is only used once.","I buy few clothes, I keep them for a long time until they wear out often.","At least I have the right quantities!","It's a bit of variety consumption plus 90% local and seasonal on fresh products","There is no need to wear out equipment and energy for nothing.","An extra sweater doesn't bother (and besides, mites don't like the cold).","Occasionally vegetarian yes, systematically it is to give up deep habits.","No dryer for ever.",53,"H","City","With a job","unplug_score",0
"189","95","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Constraints: school and nursery schedule and work","France is a beautiful country, no need to go far to get away from it all","Space saving","Financial advantage","In the process of reflection for this habit...","Want to be in harmony with the seasons","Under test","Personal choice","I keep this freedom","Two children, one of which is young, and no room other than my living room, we have invested in a dryer since the arrival of the second child... Which will surely be resold when we move...",36,"L","City","With a job","never_airplane_score",1
"190","95","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Constraints: school and nursery schedule and work","France is a beautiful country, no need to go far to get away from it all","Space saving","Financial advantage","In the process of reflection for this habit...","Want to be in harmony with the seasons","Under test","Personal choice","I keep this freedom","Two children, one of which is young, and no room other than my living room, we have invested in a dryer since the arrival of the second child... Which will surely be resold when we move...",36,"L","City","With a job","unplug_score",2
"191","96","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No vehicle, no real constraints. Use of public transport","Avoid flying when an alternative is available, but do not stop completely","I find that borrowing is going to be more advantageous to me economically speaking and then it doesn't make me hot or cold not to be the owner of an object that has no sentimental value, that I will use anyway only once.","I love buying second hand clothes, it's like a treasure hunt. It's a bit like a treasure hunt and it's cheaper. However, some situations, especially when buying gifts, lead me to buy clothes in stores. Moreover, I sometimes have a weakness for a certain clothing which is only available in store.","Some products have no equivalent without packaging, but for those that do, or for those products that are not so good and whose purchase depends on my individual pleasure, it's an easy choice to make. Example: I don't buy any more Waouh pancakes even if it hurts my little heart.","Buy as much local as possible without completely doing without certain products that can be consumed occasionally","Already applied","Measure already implemented","Reduce the consumption of animal products as much as possible without excluding it completely","Measure already implemented",27,"M","City","With a job","never_airplane_score",4
"192","96","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No vehicle, no real constraints. Use of public transport","Avoid flying when an alternative is available, but do not stop completely","I find that borrowing is going to be more advantageous to me economically speaking and then it doesn't make me hot or cold not to be the owner of an object that has no sentimental value, that I will use anyway only once.","I love buying second hand clothes, it's like a treasure hunt. It's a bit like a treasure hunt and it's cheaper. However, some situations, especially when buying gifts, lead me to buy clothes in stores. Moreover, I sometimes have a weakness for a certain clothing which is only available in store.","Some products have no equivalent without packaging, but for those that do, or for those products that are not so good and whose purchase depends on my individual pleasure, it's an easy choice to make. Example: I don't buy any more Waouh pancakes even if it hurts my little heart.","Buy as much local as possible without completely doing without certain products that can be consumed occasionally","Already applied","Measure already implemented","Reduce the consumption of animal products as much as possible without excluding it completely","Measure already implemented",27,"M","City","With a job","unplug_score",0
"193","97","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","For long journeys it is clear that it is preferable to carpool, as these journeys are usually planned well in advance, there seems to be little constraint to share the journey with the help of carpooling applications. Nevertheless, on a daily basis, the trips are short and if they are not regular (in the sense that we always make the same trip) it seems to me very constraining to have to share the trip by car. In my case, I make few short and regular trips. For short distances I prefer walking or public transport if possible. However, I don't think I'm capable of sacrificing time and adapting to other people's schedules considering my current routes.","There is a great diversity of landscapes etc. in France and in Europe accessible by public transport. It seems to me that it is possible to do without air travel for tourism purposes. Concerning non-touristy trips, my schedule does not imply major time constraints and I can afford to spend time in transportation as well. Less pollution but loss of time and limitation in the distance to travel.","Save money (no need to buy), less consumption but loss of time and need to connect with lenders","Circular economy, less polluting but less choice, not available everywhere, can be polluting, Vinted package shipping","Ecological, practical, less polluting in the long term but bulk sometimes more expensive because the most extensive offer is in organic stores, plan in advance the races therefore the containers, wash the containers","Environmental and social benefits are obvious but it seems difficult to find supplies close to home, especially in the context of a flexitarian diet. I consume a variety of products that are not available in my region and that I would find very difficult to do without. I prefer local products (if their prices are not too high) as soon as I can but I am not ready to do without products not available locally.","Decrease in energy consumption, financial savings and benefit for the environment but requires planning and especially thinking about it given the multitude of electronic devices in a home that can be long to do too.","Already done, this does not pose major constraints, benefit to the environment and the energy bill.","Transition difficult to achieve, not encouraged in some contexts where consumption habits are very marked (family meals,...), rules difficult to balance at the beginning, requires relearning to cook, eat but environmental benefits and animal welfare.","Already done no constraints, only benefits, lower energy bill, less polluting",20,"H","City","Student","never_airplane_score",3
"194","97","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","For long journeys it is clear that it is preferable to carpool, as these journeys are usually planned well in advance, there seems to be little constraint to share the journey with the help of carpooling applications. Nevertheless, on a daily basis, the trips are short and if they are not regular (in the sense that we always make the same trip) it seems to me very constraining to have to share the trip by car. In my case, I make few short and regular trips. For short distances I prefer walking or public transport if possible. However, I don't think I'm capable of sacrificing time and adapting to other people's schedules considering my current routes.","There is a great diversity of landscapes etc. in France and in Europe accessible by public transport. It seems to me that it is possible to do without air travel for tourism purposes. Concerning non-touristy trips, my schedule does not imply major time constraints and I can afford to spend time in transportation as well. Less pollution but loss of time and limitation in the distance to travel.","Save money (no need to buy), less consumption but loss of time and need to connect with lenders","Circular economy, less polluting but less choice, not available everywhere, can be polluting, Vinted package shipping","Ecological, practical, less polluting in the long term but bulk sometimes more expensive because the most extensive offer is in organic stores, plan in advance the races therefore the containers, wash the containers","Environmental and social benefits are obvious but it seems difficult to find supplies close to home, especially in the context of a flexitarian diet. I consume a variety of products that are not available in my region and that I would find very difficult to do without. I prefer local products (if their prices are not too high) as soon as I can but I am not ready to do without products not available locally.","Decrease in energy consumption, financial savings and benefit for the environment but requires planning and especially thinking about it given the multitude of electronic devices in a home that can be long to do too.","Already done, this does not pose major constraints, benefit to the environment and the energy bill.","Transition difficult to achieve, not encouraged in some contexts where consumption habits are very marked (family meals,...), rules difficult to balance at the beginning, requires relearning to cook, eat but environmental benefits and animal welfare.","Already done no constraints, only benefits, lower energy bill, less polluting",20,"H","City","Student","unplug_score",3
"195","98","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","When I was working I didn't have a schedule that could set up this system","With the pandemic, travel is difficult to do.","In our lives we have learned to stand on our own two feet","At retirement the needs are less so if opportunity arises","To this day I shop at the fruit and vegetable market without packaging.","I live in an area where there are","I'm already doing it","I have an economical heater and in the region it is on between 3 and 4 months/year and I heat to 21°.","I like to eat","I don't have a dryer and in the open air the laundry is aired",69,"M","Rural","Retired","never_airplane_score",1
"196","98","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","When I was working I didn't have a schedule that could set up this system","With the pandemic, travel is difficult to do.","In our lives we have learned to stand on our own two feet","At retirement the needs are less so if opportunity arises","To this day I shop at the fruit and vegetable market without packaging.","I live in an area where there are","I'm already doing it","I have an economical heater and in the region it is on between 3 and 4 months/year and I heat to 21°.","I like to eat","I don't have a dryer and in the open air the laundry is aired",69,"M","Rural","Retired","unplug_score",0
"197","99","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","I live in the country, so I need my car to get around and to have a social life, I am not ready to sacrifice that, especially since, according to the figures, the big polluters are not the isolated people or those who live in the country or who are middle or lower class, the big polluters are the big companies and the rich people","I am able to do it and I don't take the plane very often, but when I have to take it, I take it, for example to go to work abroad, the globalization and the increase of the exchanges as well as the growing flexibility of the working world pushes the employees to travel more, It should not be these people who are pointed at when it comes to the issue of transport pollution, the problem is elsewhere, it has been proven that the richer you are, the more you take the plane, those who monopolize the wealth pollute much more","Of course, you have to be in a place where these loan systems are easily accessible, which is not the case for everyone. I do it as much as possible when I can and it avoids waste","The second hand is not accessible to all, it is necessary to have time to go on the platforms of second hand or to go in the places and to seek, it is necessary to have also money, for example in the big cities the stores of second hand are often expensive and were recovered by a fringe whose social status is higher, the fast fashion is very polluting but it is also cheap and easy of access","Same thing, you need money and time to find places where you can buy everything in bulk, it's far from being accessible to everyone, you also need to live in town","I try to do it as much as possible but sometimes there are no local products that I would like where I live, it requires time and money because these products are sometimes more expensive","It reduces consumption and is easy to do","I am able to do it, but I also consider that it is not up to the working and middle classes to sacrifice their comfort of life when they are not the most polluting ones, far from it","I eat almost exclusively vegetarian for these reasons","It reduces electricity consumption",21,"M","Rural","Student","never_airplane_score",3
